,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
245,Los Agaves,Davenport,-90.5686,41.559,Mexican,25,0,0,0,2,4.1,157
246,Machine Shed Restaurant,Davenport,-90.6136,41.5944,American,25,0,0,0,2,4.1,100
247,Osaka,Davenport,-90.515175,41.570997,"Japanese, Sushi",40,0,0,0,3,4.2,141
248,Texas Roadhouse,Davenport,-90.517,41.5747,"American, BBQ, Steak",25,0,0,0,2,4.2,197
249,Hickory Park,Des Moines,-93.610084,42.010254,"BBQ, Burger, Desserts",25,0,0,0,2,4.5,1025
250,The Cafe,Des Moines,-93.643094,42.048779,"American, Coffee and Tea",25,0,0,0,2,4.9,570
251,Flying Mango,Des Moines,-93.677638,41.614965,"BBQ, Caribbean, Cajun",40,0,0,0,3,4.5,674
252,Cool Basil,Des Moines,-93.739573,41.600564,"Asian, Sushi, Thai",25,0,0,0,2,4.1,496
253,HuHot Mongolian Grill,Des Moines,-93.760027,41.60028,"Asian, Chinese",25,0,0,0,2,4.0,411
254,Malo,Des Moines,-93.627896,41.583309,"Latin American, Mexican",25,0,0,0,2,3.2,113
255,Centro,Des Moines,-93.6300803,41.5857431,"Italian, Pizza",40,0,0,0,3,4.5,1109
256,Fong's Pizza,Des Moines,-93.621631,41.585465,"Chinese, Pizza",25,0,0,0,2,4.6,728
257,A Dong Restaurant,Des Moines,-93.637401,41.587219,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,0,0,0,1,4.4,659
258,Court Avenue Brewing Company,Des Moines,-93.620726,41.58536,"American, Pizza, Bar Food",40,0,0,0,3,4.2,370
259,Django,Des Moines,-93.629436,41.584027,French,40,0,0,0,3,4.3,532
260,Miyabi 9,Des Moines,-93.611366,41.590819,"Japanese, Sushi",25,0,0,0,2,4.8,860
261,Zombie Burger + Drink Lab,Des Moines,-93.61474,41.590106,"Burger, Desserts, Vegetarian",10,0,0,0,1,4.2,943
262,Tursi's Latin King,Des Moines,-93.577383,41.601415,"American, Italian",70,0,0,0,4,4.1,476
263,Tsing Tsao South,Des Moines,-93.645245,41.545869,Chinese,10,0,0,0,1,4.1,218
264,Bandit Burrito,Des Moines,-93.6976773,41.6714654,"Breakfast, Mexican, Southwestern",10,0,0,0,1,4.0,214
265,Jethro's BBQ,Des Moines,-93.659797,41.603901,"American, BBQ",25,0,0,0,2,4.3,699
266,The Machine Shed Restaurant,Des Moines,-93.772033,41.615083,"American, Breakfast",25,0,0,0,2,3.8,308
267,Mi Patria,Des Moines,-93.73624,41.594039,Latin American,25,0,0,0,2,4.0,157
268,Waterfront Seafood Market,Des Moines,-93.7441981,41.5991771,"Seafood, Sushi",40,0,0,0,3,4.2,530
269,The Giggling Goat,Dicky Beach,153.137401,-26.783576,"Coffee and Tea, Tea, Modern Australian",7,0,0,0,1,3.6,29
270,Burnt Toast Cafe,Dubuque,-90.667668,42.504759,Breakfast,10,0,0,0,1,3.4,33
271,Catfish Charlie's,Dubuque,-90.6499328,42.5124724,Seafood,25,0,0,0,2,3.3,40
272,Salsa's Mexican Restaurant,Dubuque,-90.6684746,42.5032004,Mexican,10,0,0,0,1,3.4,153
273,Tony Roma's,Dubuque,-90.658609,42.496464,"American, BBQ, Seafood",25,0,0,0,2,3.3,65
274,Vinny Vanucchi's,Dubuque,-90.664029,42.495689,Italian,25,0,0,0,2,3.4,58
275,Champps Americana,Dubuque,-90.715247,42.492018,"American, Burger, Sandwich",25,0,0,0,2,3.5,100
276,Fiesta Cancun,Dubuque,-90.740213,42.49092,Mexican,10,0,0,0,1,3.6,156
277,Happy Joe's Pizza & Ice Cream,Dubuque,-90.7264,42.4955,"Desserts, Pizza, Ice Cream",0,0,0,0,1,3.5,74
278,Houlihan's,Dubuque,-90.645294,42.516621,"American, Burger",25,0,0,0,2,3.6,117
279,Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,-90.712084,42.492963,"Japanese, Steak, Sushi",40,0,0,0,3,3.7,83
280,Kalmes Breaktime Bar & Grill,Dubuque,-90.6646,42.5043,"American, Burger",25,0,0,0,2,3.6,48
281,L. May Eatery,Dubuque,-90.668164,42.503075,"International, Pizza",40,0,0,0,3,3.8,198
282,Los Aztecas,Dubuque,-90.7055,42.4916,Mexican,10,0,0,0,1,3.5,126
283,Manna Java World Cafe,Dubuque,-90.6677349,42.500191,"Breakfast, Pizza",10,0,0,0,1,3.5,119
284,Mario's Italian Restaurant,Dubuque,-90.6691,42.5048,"American, Italian",25,0,0,0,2,3.6,140
285,Pepper Sprout Incorporated,Dubuque,-90.6651,42.4974,American,40,0,0,0,3,3.6,159
286,Shot Tower Inn,Dubuque,-90.6658,42.4963,"Italian, Pizza",25,0,0,0,2,3.6,131
287,Sunshine Family Restaurant,Dubuque,-90.663686,42.4982789,"American, Breakfast, Burger",10,0,0,0,1,3.5,60
288,Watershed Cafe,Dubuque,-90.684882,42.527556,"American, Burger, Pizza, Cafe",25,0,0,0,2,3.7,89
289,Woodfire Grille,Dubuque,-90.658988,42.496378,"American, Seafood, Steak",70,0,0,0,4,3.6,72
290,The Belle General,East Ballina,153.593331,-28.862663,Cafe,20,0,0,0,2,4.1,56
291,Jehova es Mi Pastor Tacos y Burritos,Fernley,-119.252694,39.607515,Mexican,10,0,0,0,1,3.7,83
292,Flaxton Gardens,Flaxton,152.8771473,-26.6521332,"Tea, Modern Australian",30,0,0,0,3,3.5,37
293,Bespoke Harvest,Forrest,143.714315,-38.517292,"Cafe, Australian",20,0,0,0,2,3.7,29
294,Houndstooth Grill & Tavern,Gainesville,-83.8461,34.0901,"American, Sandwich, Seafood",25,0,0,0,2,4.4,239
295,Hawg Wild BBQ & Catfish House,Gainesville,-83.520693,34.61802,"BBQ, Burger, Seafood",10,0,0,0,1,4.1,235
296,Bourbon Street Grille,Gainesville,-83.985353,34.532973,"American, Burger, Cajun",25,0,0,0,2,3.8,88
297,Corkscrew Cafe,Gainesville,-83.9858,34.5318,Unknown,40,0,0,0,3,3.9,209
298,Smokin Gold BBQ,Gainesville,-83.983939,34.533626,BBQ,10,0,0,0,1,3.9,133
299,Hoka-Hoka Japanese Steak & Sushi,Gainesville,-83.989317,34.541044,"Chinese, Japanese, Thai",10,0,0,0,1,4.4,267
300,Shenanigan's Irish Pub,Gainesville,-83.986119,34.533198,"Bar Food, Seafood, Vegetarian",25,0,0,0,2,4.1,171
301,Fish Tales Lakeside Grille,Gainesville,-83.938024,34.183573,Seafood,25,0,0,0,2,3.8,107
302,Antebellum,Gainesville,-83.926217,34.185707,"American, Southern",40,0,0,0,3,4.3,164
303,Moonie's Texas Barbecue,Gainesville,-83.927794,34.180043,"BBQ, Sandwich",10,0,0,0,1,4.1,182
304,Atlanta Highway Seafood Market,Gainesville,-83.838457,34.285102,"Sandwich, Seafood, Cajun",25,0,0,0,2,4.9,681
305,Eat at Thai,Gainesville,-83.857993,34.300182,Thai,10,0,0,0,1,4.6,357
306,Smoke House BBQ and Catering,Gainesville,-83.860098,34.222755,BBQ,25,0,0,0,2,3.8,89
307,2 Dog,Gainesville,-83.824023,34.300567,"American, European, Sandwich",25,0,0,0,2,4.2,350
308,Longstreet Cafe,Gainesville,-83.8272,34.3166,Southern,10,0,0,0,1,4.3,298
309,Re-Cess,Gainesville,-83.82686,34.300332,"American, Southern",25,0,0,0,2,4.2,319
310,Bodensee,Gainesville,-83.727741,34.701594,German,40,0,0,0,3,3.8,114
311,Hofer's Bakery & Cafe,Gainesville,-83.7345,34.7024,"German, Ice Cream",10,0,0,0,1,3.9,136
312,Troll Tavern,Gainesville,-83.7334,34.7021,"Burger, German, Sandwich",25,0,0,0,2,2.2,108
313,The Nacoochee Village Tavern & Pizzeria,Gainesville,-83.713498,34.691208,"Italian, Pizza, Sandwich",10,0,0,0,1,4.0,161
314,Blue Bean Love Cafe,Hepburn Springs,144.1387014,-37.3123267,"Cafe, Coffee and Tea, Modern Australian",20,0,0,0,2,3.8,192
315,La Trattoria of Lavandula,Hepburn Springs,144.110062,-37.275494,"Italian, Fusion, Cafe",7,0,0,0,1,3.8,93
316,5 Little Pigs,Huskisson,150.6710743,-35.0388698,"Breakfast, Modern Australian",20,0,0,0,2,4.1,40
317,Beach Box Cafe,Inverloch,145.7287133,-38.6347458,"Burger, Coffee and Tea, Modern Australian",7,0,0,0,1,3.7,100
318,Funkey Monkey,Lakes Entrance,147.9942247,-37.8783865,"Breakfast, Coffee and Tea",7,0,0,0,1,3.8,97
319,Burger Queen Drive In,Lakeview,-120.3458,42.1885,"Burger, Desserts, Sandwich",10,0,0,0,1,3.6,41
320,Blue Orchid Thai Restaurant,Lincoln,-96.7072,40.8143,Thai,25,0,0,0,2,4.5,799
321,Stillwater on Belmore,Lorn,151.558475,-32.728097,"Breakfast, Coffee and Tea",20,0,0,0,2,3.6,18
322,Mr.,Macedon,144.564174,-37.423189,Cafe,20,0,0,0,2,3.5,31
323,Emilio's Cuban Cafe,Macon,-83.594494,32.567741,"Coffee and Tea, Cuban, Latin American",25,0,0,0,2,3.9,146
324,Ingleside Village Pizza,Macon,-83.657061,32.853896,"Pizza, Sandwich",10,0,0,0,1,4.9,478
325,Jim Shaw's Seafood Grill & Bar,Macon,-83.6737,32.8496,Seafood,25,0,0,0,2,4.6,467
326,Mandarin Chinese Restaurant,Macon,-83.6766,32.8899,"Chinese, Thai",25,0,0,0,2,4.5,302
327,Rookery,Macon,-83.6279,32.8361,"Burger, Desserts, Bar Food",25,0,0,0,2,4.5,289
328,Dovetail,Macon,-83.627979,32.83641,Unknown,40,0,0,0,3,3.8,102
329,Bonefish Grill,Macon,-83.713978,32.929278,"American, Seafood",40,0,0,0,3,4.1,293
330,Downtown Grill,Macon,-83.6276,32.8375,Steak,70,0,0,0,4,4.0,195
331,Greek Corner Deli,Macon,-83.628703,32.83654,"Desserts, Greek, Sandwich",10,0,0,0,1,4.3,244
332,Natalia's,Macon,-83.787993,32.928495,"European, Italian, Mediterranean",70,0,0,0,4,4.2,379
333,Papouli's Mediterranean Cafe & Market,Macon,-83.6873,32.901,"Greek, Mediterranean, Vegetarian",10,0,0,0,1,4.2,223
334,Benson's Steak and Sushi,Macon,-83.662421,32.556873,"American, Chinese, Sushi",25,0,0,0,2,3.7,243
335,My Fathers Place,Macon,-83.624,32.5786,Italian,25,0,0,0,2,3.7,104
336,Sushi Thai Restaurant,Macon,-83.6665,32.6184,"Japanese, Sushi, Thai",10,0,0,0,1,3.7,153
337,The Mellow Mushroom,Macon,-83.691044,32.552684,"Pizza, Sandwich, Vegetarian",25,0,0,0,2,3.8,323
338,El Jalisciense Mexican Restaurant,Macon,-83.64935,32.594666,Mexican,10,0,0,0,1,4.1,181
339,Greek Village,Macon,-83.636618,32.6176839,"American, Greek, Seafood",25,0,0,0,2,4.0,316
340,Martin's BBQ,Macon,-83.600201,32.619321,BBQ,25,0,0,0,2,4.2,288
341,Thai Pepper,Macon,-83.665557,32.593264,"Japanese, Sushi, Thai",10,0,0,0,1,4.0,232
342,Zen Japanese Steakhouse and Sushi Bar,Macon,-83.7184,32.6147,"Japanese, Steak, Sushi",40,0,0,0,3,4.1,314
343,Star Buffet,Mayfield,151.7343832,-32.899178,Asian,20,0,0,0,2,2.9,11
344,Triangle Restaurant,Mc Millan,-85.7363,46.3718,"Breakfast, Burger",10,0,0,0,1,2.4,17
345,Three Anchors,Middleton Beach,117.917166,-35.025861,"Bar Food, Modern Australian",30,0,0,0,3,3.8,176
346,HI Lite Bar & Lounge,Miller,-98.9891,44.5158,Unknown,0,0,0,0,1,3.4,11
347,Vince's Restaurant & Pizzeria,Monroe,-89.653487,42.606306,"Italian, Pizza",25,0,0,0,2,3.6,65
348,Poets Cafe,Montville,152.893735,-26.690462,"Coffee and Tea, Modern Australian",30,0,0,0,3,2.4,193
349,The Artesian Restaurant,Ojo Caliente,-106.057666,36.313638,"American, International, Southwestern",40,0,0,0,3,3.6,30
350,Cev�_che Tapas Bar & Restaurant,Orlando,-81.381077,28.540432,"Spanish, Tapas",40,0,0,0,3,4.4,981
351,'Ohana,Orlando,-81.585226,28.405437,Hawaiian,45,0,0,0,3,4.5,1151
352,Earl of Sandwich,Orlando,-81.514608,28.372858,"American, Sandwich, Salad",35,0,0,0,3,4.7,1341
353,Raglan Road Irish Pub and Restaurant,Orlando,-81.517725,28.371338,Irish,50,0,0,0,4,4.3,782
354,Caf�� Tu Tu Tango,Orlando,-81.469986,28.440344,"New American, Tapas",40,0,0,0,3,4.6,1293
355,Texas de Brazil,Orlando,-81.4510725,28.4676808,"Brazilian, Steak",100,0,0,0,4,4.6,2324
356,Bahama Breeze Island Grille,Orlando,-81.471526,28.437065,Caribbean,45,0,0,0,3,4.3,910
357,Maggiano's Little Italy,Orlando,-81.471447,28.433235,Italian,50,0,0,0,4,4.4,886
358,Hawkers Asian Street Fare,Orlando,-81.364347,28.560505,"Asian, Thai",35,0,0,0,3,4.6,1293
359,Tako Cheena by Pom Pom,Orlando,-81.364547,28.557845,"Asian, Latin American, Vegetarian",10,0,0,0,1,4.4,570
360,Seasons 52 Fresh Grill,Orlando,-81.487978,28.448175,American,60,0,0,0,4,4.4,1685
361,Hollerbach's Willow Tree Caf��,Orlando,-81.266871,28.811653,German,40,0,0,0,3,4.8,1699
362,Pom Pom's Teahouse and Sandwicheria,Orlando,-81.351467,28.543571,"American, Sandwich, Tea",25,0,0,0,2,4.9,1457
363,Yellow Dog Eats,Orlando,-81.522987,28.527592,"American, BBQ, Sandwich",35,0,0,0,3,4.9,1252
364,Tibby's New Orleans Kitchen,Orlando,-81.322631,28.601088,Cajun,25,0,0,0,2,4.7,1412
365,The Coop,Orlando,-81.357219,28.597366,"Southern, Cajun, Soul Food",25,0,0,0,2,3.6,432
366,Bosphorous Turkish Cuisine,Orlando,-81.3508344,28.5976271,"Mediterranean, Turkish",40,0,0,0,3,4.2,568
367,Ethos Vegan Kitchen,Orlando,-81.352921,28.592857,"American, Breakfast, Vegetarian",25,0,0,0,2,4.4,797
368,Hillstone,Orlando,-81.36526,28.596682,Unknown,40,0,0,0,3,4.4,1158
369,The Ravenous Pig,Orlando,-81.356024,28.593297,Pub Food,40,0,0,0,3,4.4,1998
370,Vivo Bar and Grill,Palm Cove,145.670768,-16.748083,"Mediterranean, Seafood",30,0,0,0,3,4.4,381
371,Pier 70,Paynesville,147.7227832,-37.9194154,Modern Australian,120,0,0,0,4,2.6,16
372,DiVine,Penola,140.837409,-37.379153,"Cafe, Coffee and Tea, Sandwich",20,0,0,0,2,3.4,19
373,Cactus Flower Cafe Navarre,Pensacola,-86.8573393,30.4025979,"Mexican, Southwestern, Tex-Mex",25,0,0,0,2,4.2,635
374,McGuire's Irish Pub & Brewery,Pensacola,-87.2027,30.4179,"Burger, Bar Food, Steak",40,0,0,0,3,4.9,2238
375,New Yorker Deli & Pizzeria,Pensacola,-87.1819,30.4251,"Italian, Pizza, Sandwich",10,0,0,0,1,4.6,792
376,Tu-Do Vietnamese Restaurant,Pensacola,-87.2216,30.4982,"Asian, Vietnamese",10,0,0,0,1,4.5,828
377,Carrabba's Italian Grill,Pensacola,-87.205855,30.417318,"Italian, Pizza, Seafood",40,0,0,0,3,3.7,292
378,Jaco's Bayfront Bar and Grille,Pensacola,-87.213274,30.403034,Tapas,25,0,0,0,2,3.9,502
379,The Tin Cow,Pensacola,-87.2150874,30.4116106,"Burger, Bar Food",25,0,0,0,2,3.7,559
380,Cactus Flower Cafe,Pensacola,-87.2080932,30.4473322,"Latin American, Mexican, Southwestern",25,0,0,0,2,4.2,1268
381,Dharma Blue,Pensacola,-87.2092,30.4101,"Seafood, Sushi",40,0,0,0,3,4.1,669
382,Global Grill,Pensacola,-87.2153054,30.411878,"European, International, Tapas",40,0,0,0,3,4.4,900
383,Ichiban,Pensacola,-87.2252,30.4767,"Japanese, Sushi",25,0,0,0,2,4.3,765
384,The Fish House,Pensacola,-87.211082,30.407358,"American, Seafood, Sushi",40,0,0,0,3,4.0,1270
385,Tuscan Oven,Pensacola,-87.214,30.4692,"Italian, Mediterranean, Pizza",25,0,0,0,2,4.1,502
386,Flounders Chowder House,Pensacola,-87.143,30.3359,Seafood,40,0,0,0,3,3.9,724
387,Hemingway's Island Grill,Pensacola,-87.142602,30.335521,"Caribbean, Seafood, Steak",40,0,0,0,3,3.5,479
388,Native Cafe,Pensacola,-87.132932,30.334776,"Breakfast, Burger",25,0,0,0,2,4.2,591
389,Peg Leg Pete's,Pensacola,-87.164376,30.327864,"Burger, Sandwich, Seafood",40,0,0,0,3,4.4,1408
390,The Grand Marlin,Pensacola,-87.149178,30.34262,"Caribbean, Seafood",40,0,0,0,3,4.3,905
391,Original Georgios Authentic Greek Food,Pensacola,-87.4218962,30.3199824,Greek,10,0,0,0,1,4.7,816
392,Fisherman's Corner,Pensacola,-87.427707,30.308468,"Sandwich, Seafood, Cajun",40,0,0,0,3,4.4,747
393,Mad Cowes Cafe,Phillip Island,145.237813,-38.448307,"Breakfast, Coffee and Tea, Modern Australian",20,0,0,0,2,3.7,351
394,Rupes Burgers,Pocatello,-112.3415,43.1903,"Burger, Fast Food",10,0,0,0,1,3.7,104
395,Texas Roadhouse,Pocatello,-112.461326,42.910518,"American, BBQ, Steak",45,0,0,0,3,3.5,83
396,Riverwalk Cafe,Pocatello,-112.0132,42.62,"Asian, Thai",10,0,0,0,1,3.6,91
397,Royal Hotel,Pocatello,-112.0127,42.6192,"Pizza, Bar Food",0,0,0,0,1,3.6,59
398,Buddy's Italian Restaurant,Pocatello,-112.4423,42.8661,"Italian, Pizza, Sandwich",40,0,0,0,3,3.7,222
399,Butterburrs,Pocatello,-112.4516,42.8919,"American, Breakfast",30,0,0,0,3,3.6,121
400,Chang Garden,Pocatello,-112.441,42.8928,Chinese,10,0,0,0,1,3.5,93
401,Fifth Street Bagelry,Pocatello,-112.4397,42.8631,"Coffee and Tea, Sandwich",10,0,0,0,1,3.8,136
402,Goody's Deli,Pocatello,-112.4365,42.8604,"Pizza, Sandwich",10,0,0,0,1,3.8,160
403,Grecian Key Restaurant,Pocatello,-112.4524,42.8639,"American, Greek",25,0,0,0,2,3.7,152
404,Outer Limits Fun Zone,Pocatello,-112.459988,42.878077,"Burger, Pizza, Sandwich",10,0,0,0,1,3.5,57
405,Portneuf Valley Brewing,Pocatello,-112.443213,42.860024,"American, Pizza",25,0,0,0,2,3.7,191
406,Sandpiper Restaurant & Lounge,Pocatello,-112.432,42.9012,"American, Seafood, Steak",40,0,0,0,3,3.6,85
407,Senor Iguanas,Pocatello,-112.4433,42.8942,Mexican,0,0,0,0,1,3.6,108
408,Sushi Family,Pocatello,-112.452013,42.88245,"Asian, Sushi, Vegetarian",25,0,0,0,2,3.6,132
409,Taste of India Nepal,Pocatello,-112.45253,42.863969,"Indian, International, Vegetarian",25,0,0,0,2,3.8,141
410,Thai Paradise,Pocatello,-112.450106,42.861871,"Desserts, Thai",25,0,0,0,2,3.7,162
411,The Bridge,Pocatello,-112.4413856,42.8585987,New American,40,0,0,0,3,3.6,144
412,Nosh Mahal,Pocatello,-112.44853,42.891174,"Indian, Persian",25,0,0,0,2,0.0,1
413,El Herradero,Pocatello,-112.4419,42.8774,Mexican,10,0,0,0,1,4.1,365
414,Barrett Junction Cafe,Potrero,-116.704731,32.613431,"American, BBQ, Burger",25,0,0,0,2,3.3,9
415,Blue Point Grill,Princeton,-74.651139,40.352385,Seafood,70,0,0,0,4,4.0,542
416,Giovanni's Shrimp Truck,Rest of Hawaii,-157.948486,21.677078,Seafood,25,0,0,0,2,4.5,691
417,Kona Brewing Company,Rest of Hawaii,-155.997362,19.642752,"American, Pizza, Bar Food",35,0,0,0,3,4.7,764
418,Leonard's Bakery,Rest of Hawaii,-157.813432,21.284586,Unknown,10,0,0,0,1,4.7,707
419,Coconuts Fish Cafe,Rest of Hawaii,-156.455284,20.748838,Seafood,30,0,0,0,3,4.5,487
420,Kihei Caffe,Rest of Hawaii,-156.451847,20.731487,"American, Hawaiian",10,0,0,0,1,4.5,695
421,Monkeypod Kitchen by Merriman,Rest of Hawaii,-156.4309473,20.6883746,Burger,40,0,0,0,3,4.2,485
422,Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,-156.452556,20.733554,"Japanese, Seafood, Sushi",40,0,0,0,3,4.2,807
423,Star Noodle,Rest of Hawaii,-156.674835,20.885226,Asian,10,0,0,0,1,4.6,723
424,Aloha Mixed Plate,Rest of Hawaii,-156.684967,20.886564,"Asian, Breakfast, Hawaiian",10,0,0,0,1,4.2,874
425,Gazebo,Rest of Hawaii,-156.667037,20.992316,"Breakfast, Burger",25,0,0,0,2,4.4,552
426,Hula Grill,Rest of Hawaii,-156.693821,20.921347,"Hawaiian, Seafood, Steak",40,0,0,0,3,4.3,1056
427,Kimo's,Rest of Hawaii,-156.680666,20.876127,"Hawaiian, Seafood, Steak",40,0,0,0,3,4.3,707
428,Mama's Fish House,Rest of Hawaii,-156.366445,20.929622,"Hawaiian, Seafood",70,0,0,0,4,4.9,1343
429,Marukame Udon,Rest of Hawaii,-157.825979,21.279476,Japanese,10,0,0,0,1,4.9,602
430,Yard House,Rest of Hawaii,-157.8312476,21.2794952,"American, Asian, Burger",40,0,0,0,3,4.6,1078
431,Lulu's Waikiki,Rest of Hawaii,-157.822716,21.271826,American,25,0,0,0,2,3.9,232
432,Duke's Waikiki,Rest of Hawaii,-157.827196,21.277583,"Hawaiian, Seafood, Steak",70,0,0,0,4,4.4,1492
433,Eggs 'n Things,Rest of Hawaii,-157.831538,21.280663,Breakfast,10,0,0,0,1,4.0,535
434,Roy's,Rest of Hawaii,-157.831176,21.279154,"Asian, European, Seafood",70,0,0,0,4,4.2,531
435,Wailana Coffee House,Rest of Hawaii,-157.836031,21.285396,"American, Breakfast, Hawaiian",25,0,0,0,2,4.2,694
436,The Lady & Sons,Savannah,-81.0954,32.0804,Southern,40,0,0,0,3,3.3,1201
437,Green Truck Pub,Savannah,-81.096647,32.052858,Burger,40,0,0,0,3,4.7,906
438,Leopold's Ice Cream,Savannah,-81.0894,32.0785,"Desserts, Sandwich, Ice Cream",10,0,0,0,1,4.6,880
439,Mrs. Wilkes' Dining Room,Savannah,-81.0955,32.0727,"American, Southern",40,0,0,0,3,4.5,1014
440,Zunzi's,Savannah,-81.0911,32.0775,"International, Mediterranean, Sandwich",25,0,0,0,2,4.5,796
441,Moon River Brewing Company,Savannah,-81.0916,32.0809,"American, Bar Food, Sandwich",25,0,0,0,2,3.7,747
442,Pirates' House Restaurant,Savannah,-81.0844,32.0782,"American, Seafood, Steak",40,0,0,0,3,3.8,566
443,B. Matthew's Eatery,Savannah,-81.0875,32.0798,"American, Breakfast",25,0,0,0,2,4.1,683
444,Crystal Beer Parlor,Savannah,-81.0979,32.0735,"American, Bar Food",25,0,0,0,2,4.4,690
445,Goose Feathers Cafe and Bakery,Savannah,-81.0941,32.0801,"Breakfast, Vegetarian",10,0,0,0,1,4.2,680
446,Henry's,Savannah,-81.0905213,32.0794767,"American, Breakfast",10,0,0,0,1,4.1,287
447,Huey's On The River,Savannah,-81.0897,32.0812,"Breakfast, Cajun",40,0,0,0,3,4.1,802
448,J. Christopher's,Savannah,-81.091482,32.074495,"Breakfast, Diner, Sandwich",25,0,0,0,2,4.3,710
449,Lulu's Chocolate Bar,Savannah,-81.097051,32.080742,"Coffee and Tea, Desserts",10,0,0,0,1,4.3,456
450,Rocks on the River,Savannah,-81.092484,32.081394,"Pizza, Seafood, Steak",70,0,0,0,4,4.0,687
451,SOHO South Cafe,Savannah,-81.0939,32.0747,"Cafe, Sandwich, Southern",25,0,0,0,2,4.3,719
452,The Olde Pink House,Savannah,-81.0897,32.0798,"American, Seafood, Southern",70,0,0,0,4,4.4,1803
453,Vic's On The River,Savannah,-81.0908,32.0809,American,70,0,0,0,4,4.1,558
454,The Crab Shack,Savannah,-80.865909,32.011689,Seafood,40,0,0,0,3,3.8,883
455,Tybee Island Social Club,Savannah,-80.848297,31.99581,Unknown,10,0,0,0,1,3.9,309
456,Sky On 57,Singapore,103.8600048,1.2826608,"Chinese, Continental, Singaporean",300,0,0,0,4,3.4,34
457,Cut By Wolfgang Puck,Singapore,103.8594222,1.285476931,"American, Steak",270,0,0,0,4,4.0,33
458,Restaurant Andre,Singapore,103.8403602,1.279419756,"French, Mediterranean, European",500,0,0,0,4,3.8,33
459,Potato Head Folk,Singapore,103.8416688,1.280502991,American,80,0,0,0,4,3.1,34
460,Jaan,Singapore,103.8536048,1.293220698,French,430,0,0,0,4,3.8,35
461,Rhubarb Le Restaurant,Singapore,103.8430222,1.27944363,French,315,0,0,0,4,3.9,33
462,Al'frank Cookies,Singapore,103.859422,1.300404333,Bakery,20,0,0,0,2,4.2,29
463,Fratini La Trattoria,Singapore,103.8070809,1.331128397,Italian,100,0,0,0,4,4.1,35
464,Boufe Boutique Cafe,Singapore,103.8146178,1.29782554,"Italian, French, Bakery, Cafe",50,0,0,0,3,3.2,29
465,The Refinery Singapore,Singapore,103.8621195,1.310668316,"American, Japanese, Singaporean",80,0,0,0,4,3.2,30
466,Chye Seng Huat Hardware,Singapore,103.8604162,1.311550709,Cafe,40,0,0,0,3,3.7,33
467,Makansutra Gluttons Bay,Singapore,103.8558665,1.289761964,"Singaporean, Chinese, Seafood, Malay, Indian",30,0,0,0,3,3.0,25
468,Colony,Singapore,103.859955,1.2905805,"Asian, Continental, Seafood",220,0,0,0,4,3.8,30
469,Summer Pavilion,Singapore,103.8601766,1.290800881,"Chinese, Seafood, Cantonese, Dim Sum",300,0,0,0,4,3.9,34
470,The Lokal,Singapore,103.840921,1.278373182,"Singaporean, Australian, German",60,0,0,0,4,3.1,33
471,I Am,Singapore,103.8584296,1.301707168,"Western, Fusion, Fast Food",60,0,0,0,4,3.2,32
472,Super Loco,Singapore,103.839165,1.290083898,"American, Mexican",95,0,0,0,4,3.2,30
473,Artistry,Singapore,103.8581813,1.303034648,"American, Bakery, European, Burger, Fusion",50,0,0,0,3,3.8,28
474,Bitters & Love,Singapore,103.8482541,1.28197,Finger Food,40,0,0,0,3,3.9,35
475,Artichoke Cafe,Singapore,103.8519943,1.299707726,"Cafe, Spanish, Turkish, Greek",75,0,0,0,4,3.2,33
476,Archie's Waeside,Sioux City,-96.1608,42.7956,"Burger, Seafood, Steak",40,0,0,0,3,3.7,100
477,Bob Roe's Pizza,Sioux City,-96.379,42.4765,"American, Pizza, Bar Food",10,0,0,0,1,3.6,92
478,Da Kao Restaurant,Sioux City,-96.4173,42.5026,"Asian, Vegetarian, Vietnamese",10,0,0,0,1,3.8,182
479,Famous Dave's,Sioux City,-96.4051,42.492,BBQ,10,0,0,0,1,3.6,76
480,Fuji Bay Japanese Restaurant,Sioux City,-96.4046,42.4965,"Japanese, Sushi",40,0,0,0,3,3.7,129
481,HuHot Mongolian Grill,Sioux City,-96.3479,42.4391,"Asian, Chinese",25,0,0,0,2,3.6,94
482,Hunan Palace,Sioux City,-96.362,42.4375,Chinese,25,0,0,0,2,3.8,129
483,Jerry's Pizza,Sioux City,-96.3596,42.4764,Pizza,25,0,0,0,2,3.8,178
484,Jim's Burgers,Sioux City,-96.4048,42.4985,Burger,10,0,0,0,1,3.7,97
